,cited_assignee,cited_publication_number,citing_publication_number,citing_assignee,cited_cpc_code,citing_cpc_code,filing_year
2830,CINSAY INC,US-2017301003-A1,US-10506278-B2,SCORPCAST LLC,G06Q30/06,G06Q30/02,2017
2831,BIZMODELINE CO LTD,KR-20180054972-A,KR-102033259-B1,SONG SUNG UN,G06Q30/06,G06Q20/36,2016
2832,XII LAB,KR-101783476-B1,KR-102059017-B1,RYOO KYUNG HEE,G06Q30/06,G06Q30/06,2016
2833,MONTICELLO ENTPR LLC,US-2018025442-A1,US-10586427-B2,YI MIN,G06Q30/06,G07F17/32,2017
2834,MONTICELLO ENTPR LLC,US-2018025442-A1,WO-2018204822-A1,MONTICELLO ENTPR LLC,G06Q30/06,G06F16/95,2017
2835,JAKKS PACIFIC INC,US-2017076343-A1,US-10053274-B1,SUGARFINA INC,G06Q30/06,B65D79/00,2016
2836,SHANGHAI CTRIP BUSINESS CO LTD,CN-106530059-A,CN-107730352-A,CTRIP COMPUTER TECH SHANGHAI CO LTD,G06Q30/06,G06Q30/06,2016
2837,ZHEJIANG RIGHT SIDE DIGITAL TECH CO LTD,CN-105957263-A,WO-2017214964-A1,ZHEJIANG RIGHT DIGITAL TECH CO LTD,G06Q30/06,B60R25/20,2016
2838,NARA LOGICS INC,US-2016350834-A1,US-10534862-B2,IBM,G06Q30/06,G06F40/30,2016
2839,GOOGLE INC,US-2017249507-A1,US-10402163-B2,ACCENTURE GLOBAL SOLUTIONS LTD,G06Q30/06,G06F7/02,2017
2840,HOME DEPOT PRODUCT AUTHORITY LLC,US-2017372394-A1,US-10282625-B1,WENGREEN ERIC JOHN,G06Q30/06,G06K9/008,2017
2841,WAL-MART STORES INC,US-2017301002-A1,US-10373464-B2,WALMART APOLLO LLC,G06Q30/06,G08B21/02,2017
2842,METAIL LTD,US-9665906-B2,US-10134083-B2,METAIL LTD,G06Q30/06,G06T13/40,2016
2843,BROTHER IND LTD,US-2016292772-A1,US-2018160010-A1,SEIKO EPSON CORP,G06Q30/06,H04N1/321,2016
2844,FRACCAROLI FEDERICO,US-2018144378-A1,US-10380366-B2,SAP SE,G06Q30/06,G06F21/62,2017
2845,MYRMEX INC,US-2017330269-A1,US-10549915-B1,VECNA ROBOTICS INC,G06Q30/06,B65G1/137,2017
2846,BANK OF AMERICA,US-9519932-B2,US-10484490-B2,BANK OF AMERICA,G06Q30/06,H04L67/22,2016
2847,INSTAPLY INC,US-2017213267-A1,US-10552601-B2,RED HAT INC,G06Q30/06,G06F21/44,2016
2848,NHN BIGFOOT CORP,KR-20180032233-A,KR-101964273-B1,KOO EUN KYUNG,G06Q30/06,G06Q20/20,2016
2849,E-RADIO USA INC,US-9830629-B2,US-2017285612-A1,ADVANCED INST OF CONVERGENCE TECH,G06Q30/06,G05B19/40,2016
2850,CLEAR RES CORP,WO-2016123538-A1,CN-107145905-A,UNIV CHONGQING,G06Q30/06,G06K9/625,2016
2851,CHO DONG YOUNG,KR-20170097857-A,KR-102024722-B1,JEON NO KYUNG,G06Q30/06,G06Q30/02,2016
2852,TRUECAR INC,US-2017109769-A1,US-10217123-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
2853,MYRMEX INC,US-2017330269-A1,US-10556334-B1,VECNA ROBOTICS INC,G06Q30/06,B25J9/00,2017
2854,DABIRI AMIR,US-2016379287-A1,US-10496963-B2,ECOATM LLC,G06Q30/06,G06Q10/30,2016
2855,NAKAMURA DEAN,US-2018089748-A1,US-2018053238-A1,IBM,G06Q30/06,G06Q30/06,2016
2856,PAYPAL INC,US-2017236189-A1,US-2017279788-A1,INTERNET BRANDS INC,G06Q30/06,G06F21/31,2016
2857,CFPH LLC,US-2017206595-A1,US-10497052-B2,CFPH LLC,G06Q30/06,G06Q30/06,2017
2858,OMRON TATEISI ELECTRONICS CO,WO-2017086174-A1,EP-3506456-A1,GOGORO INC,G06Q30/06,H02J7/007,2016
2859,HOME DEPOT PRODUCT AUTHORITY LLC,US-2017372394-A1,US-10303181-B1,SCHWIE WESLEY EDWARD,G06Q30/06,G05D1/029,2017
2860,Klevu Oy,US-2017200207-A1,US-10216850-B2,FACEBOOK INC,G06Q30/06,G06F17/30,2017
2861,IBM,US-2018012269-A1,US-2017012892-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,H04L47/70,2017
2862,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,CN-107767197-A,CN-109670614-A,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,G06Q30/06,G06Q10/02,2016
2863,HERKEN ROLF,WO-2016145425-A1,WO-2018227020-A1,MINE ZERO GMBH,G06Q30/06,G06Q30/06,2016
2864,RUI YUNZHE,CN-106651514-A,CN-108109279-A,NANJING TAOTESI SOFTWARE TECH CO LTD,G06Q30/06,G07F17/12,2016
2865,HANGZHOU YINDENG NETWORK TECH CO LTD,CN-107301728-A,WO-2019179190-A1,HEFEI MIDEA INTELLIGENT TECH CO LTD,G06Q30/06,G06Q10/06,2017
2866,TRUECAR INC,US-2018158086-A1,US-2019068713-A1,MALETYCH KURT,G06Q30/06,H04L67/12,2018
2867,TRUECAR INC,US-10217123-B2,US-10489809-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2018
2868,SEARS BRANDS LLC,US-2016292776-A1,US-10299076-B2,SK PLANET CO LTD,G06Q30/06,H04W4/023,2016
2869,OMRON TATEISI ELECTRONICS CO,EP-3379467-A1,EP-3506455-A1,GOGORO INC,G06Q30/06,H02J7/007,2016
2870,INTELLIRESPONSE SYSTEMS INC,US-2016358240-A1,US-10574824-B2,[24]7 AI INC,G06Q30/06,H04M3/523,2016
2871,SETLUR GOVINDARAJ NARAYANA,US-2017213269-A1,US-2018336714-A1,APPLE INC,G06Q30/06,G06T13/40,2017
2872,PANASONIC IP MAN CO LTD,US-2018040046-A1,US-10504541-B1,INVOCA INC,G06Q30/06,G10L25/84,2016
2873,CAPITAL ONE SERVICES LLC,US-9965801-B1,US-10147135-B2,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/06,2017
2874,ALLSTATE INSURANCE CO,US-9684924-B2,US-10453011-B1,ALLSTATE INSURANCE CO,G06Q30/06,G06Q10/06,2016
2875,MINE ZERO GMBH,WO-2016145425-A1,WO-2018227020-A1,HERKEN ROLF,G06Q30/06,G06Q30/06,2016
2876,ZOU CHUNQIU,CN-106355466-A,CN-107480876-A,ZHANG YINGHUA,G06Q30/06,G06Q10/06,2016
2877,ALLSTATE INSURANCE CO,US-2016232598-A1,US-10121148-B1,ALLSTATE INSURANCE CO,G06Q30/06,G06Q30/01,2016
2878,MONTICELLO ENTPR LLC,US-2018025442-A1,US-2018285971-A1,IBM,G06Q30/06,G06Q40/02,2017
2879,BEIJING JINGDONG CENTURY TRADING CO LTD,CN-107180371-A,CN-107944002-A,BEIJING HUIJIFEN DATA TECH CO LTD,G06Q30/06,G06F16/28,2016
2880,DEMATIC CORP,US-2018025410-A1,EP-3581523-A1,DUERKOPP FOERDERTECHNIK GMBH,G06Q30/06,B65G1/137,2017
2881,GUIZHOU YOULIAN BORUI TECH CO LTD,CN-107256512-A,CN-108256067-A,PINGAN HAOFANG SHANGHAI E COMMERCE CO LTD,G06Q30/06,G06F16/95,2017
2882,BEST APPS LLC,US-10140392-B1,US-10248306-B1,MOTOROLA MOBILITY LLC,G06Q30/06,G06F3/048,2018
2883,MASTERCARD INTERNATIONAL INC,US-2017206593-A1,US-10244375-B2,SONIFI SOLUTIONS INC,G06Q30/06,H04W4/80,2016
2884,MINSELY CLIFTON P,US-2019122293-A1,US-10573109-B2,TAIWAN FU HSING IND CO LTD,G06Q30/06,G07C9/005,2018
2885,METAIL LTD,US-9665906-B2,US-10083243-B2,EBAY INC,G06Q30/06,G06F17/30,2016
2886,NEXTEV USA INC,US-2018013211-A1,US-9988014-B2,HONDA MOTOR CO LTD,G06Q30/06,B60R25/10,2016
2887,MAGIC LEAP INC,US-2017039613-A1,CN-107123013-A,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2016
2888,SHENZHEN MALONG TECH CO LTD,CN-108921645-A,WO-2019233098-A1,SHENZHEN MALONG TECH CO LTD,G06Q30/06,G06Q30/06,2018
2889,ADOBE SYSTEMS INC,US-2017228804-A1,US-10097657-B2,IBM,G06Q30/06,H04L67/26,2016
2890,PROCTER & GAMBLE,US-2018075506-A1,WO-2019210297-A1,WALMART APOLLO LLC,G06Q30/06,G01N33/08,2017
2891,PING AN TECH SHENZHEN CO LTD,CN-108492138-A,US-10521837-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/06,2018
2892,LUNATECH LLC,US-2017091853-A1,US-10279934-B2,JUUL LABS INC,G06Q30/06,B65B3/003,2016
2893,WOOWONSOFT CO LTD,KR-20180066643-A,KR-20200007613-A,CLOUDBRIC CO LTD,G06Q30/06,G06N20/00,2016
2894,IBM,US-2017330266-A1,US-10565547-B2,WAYFAIR LLC,G06Q30/06,G06Q10/08,2016
2895,KNACK LLC,US-2017076348-A1,US-10380191-B2,SAP SE,G06Q30/06,G06F16/90,2016
2896,SHENZHEN LOUTONGBAO IND CO LTD,CN-106920152-A,CN-108492157-A,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G06Q30/06,2017
2897,TENCENT TECH (SHENZHEN) CO LTD,CN-106156941-A,WO-2017211259-A1,TENCENT TECH (SHENZHEN) COMPANY LIMITED,G06Q30/06,G06Q40/02,2016
2898,GM GLOBAL TECH OPERATIONS LLC,US-2017316516-A1,US-10481606-B1,DRIVENT LLC,G06Q30/06,G05D1/021,2017
2899,KOUKOUXIANGCHUAN BEIJING NETWORK TECH CO LTD,CN-108280749-A,CN-109190342-A,CERNET CO LTD,G06Q30/06,G06F21/31,2018
2900,NIE DI,CN-105931103-A,CN-109044123-A,BEIJING YIXIANGYUN TECH CO LTD,G06Q30/06,F25D23/12,2016
2901,TENCENT TECH (SHENZHEN) COMPANY LTD,US-2016260160-A1,US-2016328714-A1,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,G06Q20/40,2016
2902,ADOBE SYSTEMS INC,US-2018053236-A1,US-10506221-B2,ADOBE INC,G06Q30/06,H04N13/34,2016
2903,ONETRUST LLC,US-2018182009-A1,US-10445526-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2018
2904,TENCENT TECH (SHENZHEN) CO LTD,CN-105976222-A,WO-2017186086-A1,TENCENT TECH (SHENZHEN) COMPANY LTD,G06Q30/06,G06Q30/02,2016
2905,VAST COM INC,US-2016343058-A1,US-9904933-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
2906,UNIV HUBEI NORMAL,CN-105447746-A,CN-107730144-A,SHENZHEN HAIQI DISPLAY CULTURE CO LTD,G06Q30/06,G06Q10/06,2016
2907,CLEAR RES CORP,US-2016225053-A1,US-10360466-B2,FACEBOOK INC,G06Q30/06,G06K9/206,2016
2908,BEIJING JINGDONG CENTURY TRADING CO LTD,CN-107103514-A,CN-107403345-A,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,G06Q30/06,G06Q30/02,2017
2909,WALMART APOLLO LLC,US-2018300788-A1,US-10366396-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/01,2018
2910,TRUE EDUCATION,KR-101817342-B1,CN-108200463-A,SHANGHAI BILIBILI TECH CO LTD,G06Q30/06,H04N21/47,2016
2911,THE 41ST PARAMETER INC,US-10089679-B2,US-2018077157-A1,TENCENT TECH SHENZHEN CO LTD,G06Q30/06,H04L63/08,2017
2912,MICROSOFT TECHNOLOGY LICENSING LLC,US-2017213272-A1,US-10187348-B2,CHAKRABORTY ADRIS,G06Q30/06,H04L51/32,2016
2913,SUNDARAM VISHNU GURUSAMY,US-2017116661-A1,CN-107942800-A,GUANGDONG MIDEA KITCHEN APPLIANCES MFG CO LTD,G06Q30/06,G05B19/04,2016
2914,YAMAURA Mayuko,US-2017083782-A1,CN-108256499-A,HUNAN SCIENCEFUN EDUCATION TECH CO LTD,G06Q30/06,G06K9/002,2016
2915,AMAZON TECH INC,US-2018158128-A1,US-2018174329-A1,NEC SOLUTION INNOVATORS LTD,G06Q30/06,G06T7/90,2018
2916,NIKE INC,US-2018033070-A1,US-10366524-B2,NIKE INC,G06Q30/06,G06T13/20,2017
2917,SHENZHEN LOUTONGBAO IND CO LTD,CN-106920152-A,CN-108492157-A,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,A47F5/002,2017
2918,LETV E-COMMERCE (BEIJING) CO LTD,CN-105894352-A,WO-2017166535-A1,LEMALL (BEIJING) CO LTD,G06Q30/06,G06Q30/06,2016
2919,CHRISTENSEN JACOB,US-2018260868-A1,US-2019130748-A1,MANDO CORP,G06Q30/06,G08G1/141,2017
2920,JONES MARTIN KELLY,US-2016174044-A1,US-10579784-B2,BIOCATCH LTD,G06Q30/06,G06F21/32,2016
2921,AGALMIC INC,US-2017300984-A1,US-2019066183-A1,SHALOM OFIR,G06Q30/06,G06Q30/06,2017
2922,UNIV ZHEJIANG,CN-106897914-A,CN-107730346-A,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,G06Q30/06,2017
2923,LEEM SAN,KR-20170132465-A,KR-101943618-B1,HUH JIN KYUNG,G06Q30/06,G06Q50/08,2016
2924,REVIZER TECHNOLOGIES LTD,US-2016180436-A1,US-10586244-B2,RETAILMENOT INC,G06Q30/06,G06Q30/02,2016
2925,NEXTEV USA INC,US-2018012279-A1,US-10388081-B2,NIO USA INC,G06Q30/06,G06Q30/06,2016
2926,WAL-MART STORES INC,US-2017221119-A1,US-10445690-B2,WALMART APOLLO LLC,G06Q30/06,G06Q10/08,2016
2927,ADIDAS AG,US-2016364790-A1,US-10229446-B2,TOSHIBA TEC KK,G06Q30/06,G06Q30/06,2016
2928,SQUARE INC,US-9858603-B2,US-10410021-B1,SQUARE INC,G06Q30/06,G06K7/089,2016
2929,RAISE MARKETPLACE INC,US-2017186057-A1,US-10204339-B2,BAHGA ARSHDEEP,G06Q30/06,G06Q20/38,2016
2930,MIQ LLC,US-2018012270-A1,WO-2019155420-A1,GD SPA,G06Q30/06,G05B19/41,2017
2931,WAL-MART STORES INC,US-2017262910-A1,WO-2019089140-A1,WALMART APOLLO LLC,G06Q30/06,G06F1/162,2017
2932,STUBBS BRETT,US-2019095976-A1,US-10575045-B1,COMMENTSOLD INC,G06Q30/06,H04N21/43,2018
2933,ALIBABA GROUP HOLDING LTD,CN-107103502-A,CN-108537302-A,UNIV TSINGHUA,G06Q30/06,G06K17/00,2017
2934,RAISE MARKETPLACE INC,US-2018040040-A1,US-2019139136-A1,TEMPLUM INC,G06Q30/06,G06Q40/04,2016
2935,WOLVERINE OUTDOORS INC,US-2017308945-A1,US-2018253079-A1,REEBOK INT LTD,G06Q30/06,G05B19/40,2017
2936,SAMSUNG ELECTRONICS CO LTD,US-2017186079-A1,US-10386999-B2,GOOGLE LLC,G06Q30/06,G06F3/048,2016
2937,ALIBABA GROUP HOLDING LTD,US-2017004126-A1,US-2018024632-A1,AIVIA INC,G06Q30/06,G06F3/013,2016
2938,GlamST LLC,US-2018075524-A1,EP-3572973-A1,PERFECT CORP,G06Q30/06,G06T7/90,2017
2939,KLINGER THERESA,US-2017024791-A1,US-10521481-B2,TRIBUNE BROADCASTING CO LLC,G06Q30/06,G06F16/95,2016
2940,ORDERGROOVE INC,US-2018204256-A1,US-10586266-B2,ORDERGROOVE INC,G06Q30/06,G06Q30/06,2017
2941,MX TECH INC,US-2017255793-A1,US-2018285859-A1,SZETO MARGARET,G06Q30/06,G06Q30/02,2017
2942,RARE MILE TECH INC,US-2016217522-A1,US-10445812-B2,BLOOMREACH INC,G06Q30/06,G06Q30/06,2016
2943,ALIBABA GROUP HOLDING LTD,CN-107103503-A,WO-2018161857-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2017
2944,TIAN HAIYU,CN-106952150-A,CN-107689116-A,ZHEJIANG QIXIANG TECH CO LTD,G06Q30/06,G07F17/00,2017
2945,BA PU INNOVATIONS TECH CO LTD,CN-109325163-A,WO-2020011138-A1,SHENZHEN BAPUP INNOVATION TECH CO LTD,G06Q30/06,G06Q30/06,2018
2946,FACEBOOK INC,US-2018260864-A1,US-2018260849-A1,FACEBOOK INC,G06Q30/06,G06Q30/02,2017
2947,WAL MART STORES INC,US-2018068368-A1,US-2018134492-A1,ALERT INNOVATION INC,G06Q30/06,B65G1/137,2017
2948,ALIBABA GROUP HOLDING LTD,US-2017039628-A1,US-10437446-B2,BEST APPS LLC,G06Q30/06,G06F3/048,2016
2949,NIO USA INC,US-9946906-B2,US-10467623-B2,VISA INT SERVICE ASS,G06Q30/06,G06Q20/40,2016
2950,REVIZER TECHNOLOGIES LTD,US-2016180436-A1,US-10586243-B2,RETAILMENOT INC,G06Q30/06,G06Q30/02,2016
2951,PATTY'S GMBH,US-2017024792-A1,US-10474919-B2,PATTYS GMBH,G06Q30/06,G06K9/208,2016
2952,YULONG COMPUTER TELECOMMUNICATION SCIENT (SHENZHEN) CO LTD,CN-106651498-A,CN-108195690-A,UNIV JILIANG CHINA,G06Q30/06,G06F3/011,2016
2953,ZUTING INCORPORATED,US-2018232792-A1,US-10565760-B2,TOSHIBA AMERICA BUSINESS SOLUTIONS INC,G06Q30/06,G06T11/60,2016
2954,ORDERGROOVE INC,US-2018349980-A1,US-10275740-B2,ORDERGROOVE INC,G06Q30/06,G06Q10/08,2017
2955,GERSON GARRETT,US-2018130112-A1,WO-2019232176-A1,NIKE INC,G06Q30/06,D04B1/24,2017
2956,KATCHER ROBERT,US-2016267565-A1,US-10213810-B2,IKAN HOLDINGS LLC,G06Q30/06,B07C5/34,2016
2957,WAL-MART STORES INC,US-2017301000-A1,US-10373464-B2,WALMART APOLLO LLC,G06Q30/06,G08B21/02,2017
2958,BROTHER IND LTD,US-2016292772-A1,US-2017061268-A1,BROTHER IND LTD,G06Q30/06,G06K15/40,2016
2959,GRABANGO CO,WO-2017196822-A1,WO-2019108117-A1,TEREBIENIEC BARBARA,G06Q30/06,G06T7/74,2017
2960,AMAZON TECH INC,US-2018158128-A1,US-10402917-B2,AMAZON TECH INC,G06Q30/06,G06Q50/01,2018
2961,EBAY INC,WO-2017205677-A1,US-10540709-B2,EBAY INC,G06Q30/06,G06Q30/06,2017
2962,NEXTEV USA INC,US-2018012433-A1,US-9973341-B2,FERRIN DANIEL ROBERT,G06Q30/06,H04L9/324,2016
2963,NEXTEV USA INC,US-2018012433-A1,US-2018212780-A1,FORD GLOBAL TECH LLC,G06Q30/06,B60W50/08,2016
2964,PAYPAL INC,US-2016148299-A1,US-10542105-B2,Axon Vibe AG,G06Q30/06,H04L67/18,2016
2965,PHOENIX SILICON INT CORP,US-2018060941-A1,US-10566888-B2,APPLE INC,G06Q30/06,H02K33/00,2016
2966,WAL-MART STORES INC,US-2017178222-A1,US-10467685-B1,BOISVERT MICHELLE,G06Q30/06,G06Q30/06,2016
2967,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-106056425-A,CN-108121801-A,ZHENGZHOU YUNHAI INFORMATION TECH CO LTD,G06Q30/06,G06F16/24,2016
2968,MOONRAFT INNOVATION LABS PVT LTD,US-2017018021-A1,US-10282402-B2,KHOO JUSTIN,G06Q30/06,G06F17/22,2016
2969,CARVANA LLC,US-2016381323-A1,US-10261394-B2,ZILBAN GEORGE,G06Q30/06,G03B15/07,2016
2970,OMNIOUS CO LTD,WO-2017142361-A1,EP-3493139-A1,PALO ALTO RES CT INC,G06Q30/06,G06Q30/06,2017
2971,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097073-A,WO-2019102322-A1,IBM UK,G06Q30/06,G06Q20/40,2016
2972,CHEN YUNG YEN,US-2018300801-A1,US-10395306-B1,Sourceability North America LLC,G06Q30/06,G06Q10/08,2017
2973,TRUECAR INC,US-2017109769-A1,WO-2018213201-A1,WIPPY LLC,G06Q30/06,G06Q30/06,2016
2974,ORACLE INT CORP,US-2017053343-A1,US-2019065487-A1,SALESFORCE COM INC,G06Q30/06,G06F16/23,2016
2975,JAGANNATH DEEPA,US-2018218439-A1,US-10176469-B2,BEZALELS JEWELRY INC,G06Q30/06,G06Q20/20,2016
2976,ASCENT TECH INC,US-2016350885-A1,US-2018137107-A1,IBM,G06Q30/06,G06F17/28,2016
2977,BODEGA AI INC,US-2018165728-A1,US-10507787-B2,NURO INC,G06Q30/06,G07C9/008,2017
2978,EBAY INC,US-2017236183-A1,US-10382799-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,H04N21/23,2017
2979,VARMOUR NETWORKS INC,US-2018005296-A1,US-10333986-B2,VARMOUR NETWORKS INC,G06Q30/06,H04L63/20,2016
2980,MOBILE MAVEN LLC,US-2018232787-A1,US-10264509-B2,HUGHES NETWORK SYSTEMS LLC,G06Q30/06,H04W40/20,2018
2981,ZHEJIANG RIGHT SIDE DIGITAL TECH CO LTD,CN-105957263-A,EP-3453599-A1,MICROPROGRAM INFORMATION CO LTD,G06Q30/06,B62H5/04,2016
2982,TOSHIBA GLOBAL COMMERCE SOLUTIONS HOLDINGS CORP,US-2017308942-A1,US-10380816-B2,TOSHIBA GLOBAL COMMERCE SOLUTIONS HOLDINGS CORP,G06Q30/06,G07C9/001,2016
2983,AMAZON TECH INC,US-9524518-B1,RU-2640718-C1,OBSHCHESTVO S OGRANICHENNOJ OTVETSTVENNOSTYU ABI PRODAKSHN,G06Q30/06,G06N20/00,2016
2984,NEXTEV USA INC,US-2018013211-A1,US-10507795-B1,FORD GLOBAL TECH LLC,G06Q30/06,H04L9/086,2016
2985,BODEGA AI INC,US-2018165728-A1,US-10474988-B2,STANDARD COGNITION CORP,G06Q30/06,G06Q10/08,2017
2986,SWEETLABS INC,HK-1218968-A1,US-10430502-B2,SWEETLABS INC,G06Q30/06,G06F16/95,2016
2987,DAVIS BRUCE L,US-2017221121-A1,CN-107818461-A,UNIV CAS,G06Q30/06,G06Q20/10,2017
2988,TRUECAR INC,US-9904933-B2,US-10262344-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2017
2989,EBAY INC,US-2017337612-A1,US-10452731-B2,YANDEX EUROPE AG,G06Q30/06,G06F16/95,2016
2990,BANG SU ON,KR-20170082294-A,KR-101962363-B1,DILUSSION INC,G06Q30/06,G06Q30/02,2016
2991,MDSAVE SHARED SERVICES INC,US-2016253731-A1,US-10535088-B2,MDSAVE SHARED SERVICES INC,G06Q30/06,G06Q30/06,2016
2992,LEECO HOLDINGS (BEIJING) CO LTD,CN-105894352-A,WO-2017166535-A1,LE HOLDINGS (BEIJING) CO LTD,G06Q30/06,G06Q30/06,2016
2993,NIKE INC,US-2017330257-A1,US-10311619-B1,FACEBOOK INC,G06Q30/06,G06T11/60,2017
2994,MONTICELLO ENTPR LLC,US-2017345105-A1,WO-2019135734-A1,HEWLETT PACKARD DEVELOPMENT CO,G06Q30/06,G06F21/62,2017
2995,PHRAME INC,CN-108027989-A,CN-109035646-A,SHENZHEN HEYAN INFORMATION TECH CO LTD,G06Q30/06,G08B13/02,2016
2996,XU YIJUN,CN-106934959-A,WO-2019233007-A1,SHENZHEN HIVE BOX TECH CO LTD,G06Q30/06,G06Q10/08,2017
2997,LI YINQIU,US-2017243265-A1,US-2018012214-A1,WAL-MART STORES INC,G06Q30/06,G06Q20/20,2016
2998,CUMMINS INC,US-2018144388-A1,US-10480441-B2,CUMMINS INC,G06Q30/06,F02D41/14,2016
2999,MAZED MOHAMMAD A,US-2017221032-A1,US-10446692-B2,MICRON TECHNOLOGY INC,G06Q30/06,H01L29/78,2017
3000,COGNIZANT TECH SOLUTIONS INDIA PVT LTD,US-2017148082-A1,US-10268766-B2,TWIGGLE LTD,G06Q30/06,G06F17/30,2016
3001,INSTAPLY INC,US-2017134334-A1,US-10122857-B2,AT & T IP I LP,G06Q30/06,H04M3/519,2017
3002,SQUARE INC,US-9934530-B1,US-10535036-B2,WALMART APOLLO LLC,G06Q30/06,G06Q10/08,2016
3003,LALONDE BENOIT,WO-2016172785-A1,US-10498828-B2,MALETYCH KURT,G06Q30/06,H04L67/12,2016
3004,HANGZHOU YUNHANT NETWORK TECH CO LTD,CN-107886388-A,CN-108830757-A,CHENGDU YIJIAO CLOUD INFORMATION TECH CO LTD,G06Q30/06,G06Q50/20,2017
3005,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,CN-107767197-A,WO-2020029164-A1,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,G06Q30/06,G06Q10/02,2016
3006,EBAY INC,US-2018053233-A1,EP-3553710-A1,ADTRAN INC,G06Q30/06,G06N3/08,2016
3007,TATA CONSULTANCY SERVICES LTD,US-2016275594-A1,CN-110147490-A,SOUNDHOUND INC,G06Q30/06,G06F16/24,2016
3008,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-108198052-A,WO-2019165891-A1,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,A47F5/002,2018
3009,ASCENT TECH INC,US-2016350885-A1,US-2018039994-A1,IBM,G06Q30/06,G06Q30/01,2016
3010,WAL MART STORES INC,US-10102564-B2,US-10514262-B2,EBAY INC,G06Q30/06,G01C21/20,2016
3011,KANG MIN JOO,KR-101826616-B1,KR-102065561-B1,SHIM WON HEE,G06Q30/06,G06Q30/06,2017
3012,BECKHAM BRITTANY FLETCHER,US-2017011452-A1,US-10373333-B2,WISTRON CORP,G06Q30/06,G06T7/74,2016
3013,ORDER HOPPER INC,US-2017011450-A1,US-10475110-B2,SERVICE TRADING COMPANY INC,G06Q30/06,G06Q30/06,2016
3014,VAST COM INC,US-2016343058-A1,US-10482510-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
3015,TATA CONSULTANCY SERVICES LTD,US-2016275594-A1,US-10373618-B2,SOUNDHOUND INC,G06Q30/06,G06F16/24,2016
3016,CJ E&M CORP,KR-101790312-B1,KR-102013293-B1,LEW SEONG KUG,G06Q30/06,G06Q30/02,2016
3017,METAIL LTD,US-2016180597-A1,US-10512321-B2,RESTORATION ROBOTICS INC,G06Q30/06,A45D44/14,2016
3018,TRUECAR INC,US-9904933-B2,US-10217123-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2017
3019,BODEGA AI INC,US-2018165728-A1,US-10328769-B2,NURO INC,G06Q30/06,G07C9/008,2017
3020,SQUARE INC,US-9858603-B2,US-10455366-B1,BANK OF AMERICA,G06Q30/06,H04W4/06,2016
3021,LEE KUO-CHUN,US-2017011440-A1,WO-2019246462-A1,PAG FINANCIAL INT LLC,G06Q30/06,G06Q20/34,2016
3022,GUANGDONG E-STRONGER SOFTWARE CO LTD,CN-107016594-A,CN-108734951-A,QEEBIKE TECH CO LTD,G06Q30/06,G08G1/205,2017
3023,SHANGHAI YAOPIAO INFORMATION TECH CO LTD,CN-107103522-A,CN-107358475-A,LONCIN MOTOR CO LTD,G06Q30/06,G06Q30/02,2017
3024,SUNRISE R&D HOLDINGS LLC,US-2016328767-A1,US-9952712-B2,SHENZHEN HUIDING TECHNOLOGY CO,G06Q30/06,G06F3/041,2016
3025,LANDRY FORREST,US-2017278180-A1,US-10402672-B1,EXOANALYTIC SOLUTIONS INC,G06Q30/06,B64G3/00,2017
3026,BROTHER IND LTD,US-2016292629-A1,US-2018088876-A1,RISO KAGAKU CORP,G06Q30/06,G06F3/123,2016
3027,FUJIFILM NORTH AMERICA CORP,US-2018357696-A1,US-2017213275-A1,CANON KK,G06Q30/06,G06Q30/06,2018
3028,IBM,US-2017221126-A1,US-2018350389-A1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G10L25/51,2016
